State,Livestock,Livestock title,Variety,Year,Unit,Value
Texas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2012,Percent of all chickens,98
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all chickens,34
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2016,Percent of all pigs,51
Iowa,Pigs,Genetically engineered (GE) pigs,High-yield,2021,Percent of all pigs,93
Kansas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2019,Percent of all cattle,75
Nebraska,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all chickens,37
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2010,Percent of all cattle,45
California,Pigs,Genetically engineered (GE) pigs,High-yield,2020,Percent of all pigs,34
Kansas,Cattle,Genetically engineered (GE) cattle,High-yield,2016,Percent of all chickens,47
Kansas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2014,Percent of all livestock,20
Iowa,Cattle,Genetically engineered (GE) chickens,High-yield,2024,Percent of all livestock,81
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all chickens,50
Kansas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2017,Percent of all livestock,82
Texas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2011,Percent of all pigs,75
Texas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2012,Percent of all cattle,47
Nebraska,Cattle,Genetically engineered (GE) chickens,High-yield,2020,Percent of all pigs,83
Texas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2022,Percent of all cattle,98
Nebraska,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all chickens,47
Iowa,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all pigs,16
Nebraska,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2016,Percent of all livestock,61
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all chickens,96
Nebraska,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2024,Percent of all pigs,57
Kansas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all chickens,32
Texas,Cattle,Genetically engineered (GE) cattle,High-yield,2022,Percent of all livestock,52
California,Cattle,Genetically engineered (GE) pigs,High-yield,2010,Percent of all chickens,72
California,Pigs,Genetically engineered (GE) pigs,High-yield,2016,Percent of all pigs,42
Kansas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2020,Percent of all livestock,7
Nebraska,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2020,Percent of all pigs,36
California,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2022,Percent of all cattle,14
Kansas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2021,Percent of all chickens,15
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all pigs,83
Nebraska,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all livestock,57
Texas,Cattle,Genetically engineered (GE) chickens,High-yield,2021,Percent of all cattle,60
Kansas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2016,Percent of all livestock,74
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2011,Percent of all chickens,99
Kansas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all cattle,21
Texas,Cattle,Genetically engineered (GE) pigs,High-yield,2024,Percent of all cattle,0
Nebraska,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all livestock,62
California,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all cattle,13
Kansas,Pigs,Genetically engineered (GE) chickens,High-yield,2016,Percent of all chickens,96
California,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2018,Percent of all cattle,29
Nebraska,Cattle,Genetically engineered (GE) chickens,High-yield,2010,Percent of all pigs,24
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2017,Percent of all cattle,69
California,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2024,Percent of all livestock,35
Kansas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all pigs,18
Kansas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2015,Percent of all pigs,27
Iowa,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2018,Percent of all cattle,2
California,Pigs,Genetically engineered (GE) pigs,High-yield,2019,Percent of all cattle,69
Texas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2021,Percent of all chickens,83
Nebraska,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2021,Percent of all livestock,56
California,Cattle,Genetically engineered (GE) pigs,High-yield,2020,Percent of all cattle,45
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2019,Percent of all pigs,70
Texas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all pigs,60
Texas,Pigs,Genetically engineered (GE) pigs,High-yield,2015,Percent of all pigs,37
Nebraska,Cattle,Genetically engineered (GE) chickens,High-yield,2020,Percent of all chickens,8
Texas,Cattle,Genetically engineered (GE) cattle,High-yield,2016,Percent of all cattle,37
Iowa,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2013,Percent of all chickens,16
California,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2017,Percent of all livestock,37
Iowa,Cattle,Genetically engineered (GE) pigs,High-yield,2018,Percent of all livestock,57
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2022,Percent of all pigs,97
Iowa,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2024,Percent of all cattle,7
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2022,Percent of all cattle,46
California,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2020,Percent of all chickens,72
Texas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2016,Percent of all chickens,63
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all livestock,58
California,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all livestock,77
California,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2012,Percent of all chickens,25
Iowa,Chickens,Genetically engineered (GE) pigs,High-yield,2018,Percent of all chickens,70
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2013,Percent of all cattle,31
California,Chickens,Genetically engineered (GE) pigs,High-yield,2023,Percent of all cattle,63
California,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all chickens,6
Texas,Pigs,Genetically engineered (GE) pigs,High-yield,2011,Percent of all pigs,93
Texas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2016,Percent of all pigs,8
California,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all pigs,34
Texas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all chickens,82
Iowa,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2018,Percent of all cattle,65
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2013,Percent of all chickens,6
Kansas,Chickens,Genetically engineered (GE) chickens,High-yield,2015,Percent of all pigs,11
Nebraska,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2020,Percent of all livestock,77
California,Pigs,Genetically engineered (GE) cattle,High-yield,2014,Percent of all cattle,82
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all livestock,10
Iowa,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2023,Percent of all chickens,96
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all chickens,6
Texas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2012,Percent of all livestock,74
California,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2016,Percent of all chickens,70
Kansas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2017,Percent of all livestock,12
Texas,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all pigs,80
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2018,Percent of all livestock,81
Texas,Cattle,Genetically engineered (GE) chickens,High-yield,2022,Percent of all livestock,57
California,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2022,Percent of all chickens,64
Nebraska,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2012,Percent of all chickens,94
Texas,Pigs,Genetically engineered (GE) cattle,High-yield,2019,Percent of all cattle,37
California,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all chickens,48
California,Cattle,Genetically engineered (GE) cattle,High-yield,2024,Percent of all pigs,90
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2019,Percent of all chickens,99
Texas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2016,Percent of all livestock,48
Nebraska,Cattle,Genetically engineered (GE) pigs,High-yield,2016,Percent of all pigs,63
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2014,Percent of all livestock,92
Texas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2016,Percent of all chickens,21
Nebraska,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2024,Percent of all cattle,5
Texas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2016,Percent of all livestock,26
Kansas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2018,Percent of all pigs,10
California,Chickens,Genetically engineered (GE) chickens,High-yield,2020,Percent of all cattle,17
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2010,Percent of all pigs,70
Texas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all cattle,13
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2023,Percent of all livestock,42
Iowa,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2014,Percent of all cattle,84
Kansas,Cattle,Genetically engineered (GE) chickens,High-yield,2013,Percent of all pigs,92
California,Pigs,Genetically engineered (GE) chickens,High-yield,2010,Percent of all chickens,67
California,Chickens,Genetically engineered (GE) chickens,High-yield,2014,Percent of all pigs,16
Kansas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2015,Percent of all cattle,81
Nebraska,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all pigs,3
Texas,Chickens,Genetically engineered (GE) chickens,High-yield,2022,Percent of all cattle,0
Nebraska,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2018,Percent of all cattle,93
Texas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2020,Percent of all livestock,31
California,Pigs,Genetically engineered (GE) cattle,High-yield,2011,Percent of all chickens,42
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2016,Percent of all chickens,9
Iowa,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2012,Percent of all chickens,79
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2017,Percent of all pigs,10
California,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all cattle,25
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2015,Percent of all chickens,46
California,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2017,Percent of all chickens,60
Kansas,Chickens,Genetically engineered (GE) chickens,High-yield,2014,Percent of all chickens,39
California,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2011,Percent of all chickens,72
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2023,Percent of all cattle,94
California,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2016,Percent of all chickens,42
Kansas,Chickens,Genetically engineered (GE) pigs,High-yield,2018,Percent of all chickens,22
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2023,Percent of all chickens,51
Texas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2012,Percent of all cattle,44
Texas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2024,Percent of all cattle,58
Kansas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2010,Percent of all livestock,99
Nebraska,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2016,Percent of all cattle,19
Nebraska,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2021,Percent of all cattle,19
Nebraska,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2019,Percent of all livestock,23
Iowa,Chickens,Genetically engineered (GE) cattle,High-yield,2017,Percent of all livestock,7
Kansas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2013,Percent of all livestock,24
California,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2013,Percent of all chickens,52
Texas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2012,Percent of all cattle,77
Nebraska,Chickens,Genetically engineered (GE) pigs,High-yield,2021,Percent of all livestock,11
Iowa,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2014,Percent of all livestock,9
California,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2024,Percent of all cattle,35
Iowa,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2021,Percent of all livestock,64
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2024,Percent of all cattle,67
Kansas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2011,Percent of all pigs,79
Nebraska,Chickens,Genetically engineered (GE) cattle,High-yield,2015,Percent of all livestock,52
California,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all chickens,34
Kansas,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all cattle,64
Iowa,Chickens,Genetically engineered (GE) chickens,High-yield,2012,Percent of all cattle,3
California,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2020,Percent of all chickens,38
Texas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2013,Percent of all pigs,68
Kansas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all chickens,93
Iowa,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2019,Percent of all pigs,52
California,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2015,Percent of all livestock,0
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2020,Percent of all chickens,80
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2022,Percent of all livestock,97
Iowa,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2010,Percent of all livestock,75
Kansas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2024,Percent of all cattle,77
Texas,Pigs,Genetically engineered (GE) cattle,High-yield,2022,Percent of all cattle,33
Kansas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2023,Percent of all livestock,70
Kansas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2019,Percent of all pigs,1
Kansas,Cattle,Genetically engineered (GE) cattle,High-yield,2024,Percent of all livestock,54
Kansas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2024,Percent of all livestock,56
California,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2018,Percent of all chickens,67
California,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2023,Percent of all pigs,46
Nebraska,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2016,Percent of all pigs,61
Iowa,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2018,Percent of all cattle,59
California,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2016,Percent of all livestock,37
Iowa,Pigs,Genetically engineered (GE) cattle,High-yield,2021,Percent of all cattle,21
Iowa,Pigs,Genetically engineered (GE) chickens,High-yield,2021,Percent of all chickens,35
Kansas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2024,Percent of all livestock,45
Texas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2019,Percent of all cattle,35
California,Chickens,Genetically engineered (GE) cattle,High-yield,2021,Percent of all livestock,44
Texas,Chickens,Genetically engineered (GE) cattle,High-yield,2021,Percent of all livestock,11
Nebraska,Chickens,Genetically engineered (GE) chickens,High-yield,2023,Percent of all cattle,5
California,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2010,Percent of all chickens,22
Kansas,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2022,Percent of all pigs,33
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all chickens,41
Nebraska,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2024,Percent of all livestock,67
Kansas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all chickens,89
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2023,Percent of all livestock,44
Kansas,Cattle,Genetically engineered (GE) pigs,High-yield,2016,Percent of all cattle,34
Iowa,Chickens,Genetically engineered (GE) chickens,High-yield,2017,Percent of all cattle,34
Texas,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2024,Percent of all cattle,82
Texas,Cattle,Genetically engineered (GE) chickens,High-yield,2011,Percent of all cattle,3
California,Pigs,Genetically engineered (GE) chickens,High-yield,2024,Percent of all livestock,58
Iowa,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2022,Percent of all pigs,33
Texas,Pigs,Genetically engineered (GE) pigs,High-yield,2011,Percent of all pigs,89
California,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2019,Percent of all cattle,83
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2017,Percent of all pigs,10
Texas,Pigs,Genetically engineered (GE) cattle,High-yield,2012,Percent of all cattle,54
California,Cattle,Genetically engineered (GE) pigs,High-yield,2018,Percent of all pigs,10
Nebraska,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2020,Percent of all pigs,1
Texas,Cattle,Genetically engineered (GE) cattle,High-yield,2016,Percent of all livestock,61
Nebraska,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2011,Percent of all livestock,68
Texas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2012,Percent of all chickens,34
Kansas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all pigs,18
California,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2015,Percent of all chickens,58
California,Cattle,Genetically engineered (GE) cattle,High-yield,2017,Percent of all livestock,99
Nebraska,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2017,Percent of all chickens,3
Texas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all chickens,65
Iowa,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2016,Percent of all pigs,81
Kansas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2011,Percent of all chickens,98
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2015,Percent of all livestock,37
Iowa,Cattle,Genetically engineered (GE) pigs,High-yield,2010,Percent of all livestock,77
Nebraska,Cattle,Genetically engineered (GE) pigs,High-yield,2010,Percent of all pigs,72
Iowa,Pigs,Genetically engineered (GE) cattle,High-yield,2015,Percent of all livestock,67
Kansas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2012,Percent of all pigs,66
Kansas,Cattle,Genetically engineered (GE) chickens,High-yield,2010,Percent of all pigs,89
Texas,Pigs,Genetically engineered (GE) cattle,High-yield,2011,Percent of all chickens,4
Iowa,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2017,Percent of all cattle,5
Iowa,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2012,Percent of all cattle,95
Texas,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2016,Percent of all pigs,68
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all livestock,90
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2011,Percent of all cattle,40
Nebraska,Chickens,Genetically engineered (GE) chickens,High-yield,2010,Percent of all cattle,26
California,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2014,Percent of all livestock,79
California,Cattle,Genetically engineered (GE) cattle,High-yield,2011,Percent of all cattle,73
California,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2024,Percent of all livestock,65
Nebraska,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2011,Percent of all chickens,12
California,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2014,Percent of all pigs,76
Iowa,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2016,Percent of all cattle,28
Kansas,Chickens,Genetically engineered (GE) chickens,High-yield,2023,Percent of all pigs,93
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2012,Percent of all pigs,72
Kansas,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all pigs,13
Kansas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2016,Percent of all chickens,74
California,Chickens,Genetically engineered (GE) pigs,High-yield,2024,Percent of all pigs,3
Texas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2012,Percent of all livestock,81
Iowa,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all pigs,23
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2019,Percent of all pigs,88
Iowa,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2011,Percent of all cattle,96
Texas,Cattle,Genetically engineered (GE) cattle,Growth hormone-enhanced,2023,Percent of all pigs,28
Nebraska,Cattle,Genetically engineered (GE) chickens,High-yield,2022,Percent of all cattle,55
California,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2010,Percent of all pigs,3
Nebraska,Pigs,Genetically engineered (GE) cattle,High-yield,2020,Percent of all livestock,30
Texas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2020,Percent of all livestock,80
Nebraska,Cattle,Genetically engineered (GE) cattle,High-yield,2016,Percent of all chickens,2
Iowa,Chickens,Genetically engineered (GE) chickens,High-yield,2020,Percent of all livestock,82
Texas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2018,Percent of all pigs,83
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2012,Percent of all chickens,80
California,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2019,Percent of all chickens,97
Nebraska,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2018,Percent of all chickens,75
Texas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2024,Percent of all chickens,50
Nebraska,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2012,Percent of all pigs,57
Iowa,Cattle,Genetically engineered (GE) pigs,Growth hormone-enhanced,2018,Percent of all livestock,13
Nebraska,Chickens,Genetically engineered (GE) chickens,High-yield,2024,Percent of all chickens,59
Iowa,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2010,Percent of all pigs,51
Kansas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2021,Percent of all pigs,92
Nebraska,Cattle,Genetically engineered (GE) cattle,High-yield,2019,Percent of all chickens,96
California,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all livestock,70
Kansas,Cattle,Genetically engineered (GE) cattle,High-yield,2014,Percent of all cattle,65
Nebraska,Pigs,Genetically engineered (GE) chickens,Growth hormone-enhanced,2014,Percent of all livestock,84
Nebraska,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2021,Percent of all chickens,61
California,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2023,Percent of all cattle,75
Texas,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2011,Percent of all livestock,19
Kansas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2018,Percent of all cattle,99
Kansas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2024,Percent of all livestock,94
California,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2010,Percent of all chickens,87
Kansas,Cattle,Genetically engineered (GE) chickens,High-yield,2012,Percent of all chickens,32
Kansas,Pigs,Genetically engineered (GE) cattle,Growth hormone-enhanced,2017,Percent of all livestock,56
Kansas,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2021,Percent of all pigs,44
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2012,Percent of all chickens,38
Nebraska,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2011,Percent of all chickens,94
California,Cattle,Genetically engineered (GE) pigs,High-yield,2023,Percent of all chickens,36
California,Chickens,Genetically engineered (GE) chickens,High-yield,2024,Percent of all cattle,19
Nebraska,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2016,Percent of all cattle,19
Nebraska,Cattle,Genetically engineered (GE) chickens,High-yield,2014,Percent of all cattle,73
California,Pigs,Genetically engineered (GE) chickens,High-yield,2016,Percent of all pigs,80
Nebraska,Pigs,Genetically engineered (GE) pigs,Disease-resistant,2021,Percent of all cattle,51
Kansas,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2011,Percent of all chickens,86
Texas,Chickens,Genetically engineered (GE) chickens,High-yield,2020,Percent of all cattle,76
Iowa,Cattle,Genetically engineered (GE) chickens,Growth hormone-enhanced,2010,Percent of all chickens,95
California,Pigs,Genetically engineered (GE) cattle,High-yield,2011,Percent of all chickens,71
Kansas,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2019,Percent of all pigs,18
Texas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2020,Percent of all cattle,41
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2022,Percent of all chickens,17
Texas,Pigs,Genetically engineered (GE) chickens,High-yield,2015,Percent of all cattle,48
Texas,Pigs,Genetically engineered (GE) pigs,High-yield,2012,Percent of all cattle,48
California,Chickens,Genetically engineered (GE) pigs,Growth hormone-enhanced,2022,Percent of all pigs,60
California,Pigs,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all pigs,15
Iowa,Cattle,Genetically engineered (GE) chickens,Disease-resistant,2015,Percent of all cattle,68
California,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2021,Percent of all chickens,13
Texas,Chickens,Genetically engineered (GE) pigs,High-yield,2016,Percent of all livestock,42
Kansas,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2012,Percent of all cattle,48
Iowa,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2016,Percent of all chickens,38
Kansas,Cattle,Genetically engineered (GE) pigs,High-yield,2020,Percent of all cattle,62
Texas,Cattle,Genetically engineered (GE) cattle,Disease-resistant,2022,Percent of all pigs,60
Nebraska,Chickens,Genetically engineered (GE) cattle,Disease-resistant,2020,Percent of all cattle,77
Texas,Pigs,Genetically engineered (GE) chickens,Disease-resistant,2022,Percent of all cattle,6
Nebraska,Pigs,Genetically engineered (GE) pigs,Growth hormone-enhanced,2016,Percent of all livestock,40
California,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2019,Percent of all pigs,27
Texas,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2013,Percent of all livestock,37
Texas,Chickens,Genetically engineered (GE) chickens,High-yield,2022,Percent of all pigs,83
Iowa,Cattle,Genetically engineered (GE) pigs,Disease-resistant,2017,Percent of all livestock,59
California,Chickens,Genetically engineered (GE) cattle,Growth hormone-enhanced,2013,Percent of all livestock,28
Texas,Chickens,Genetically engineered (GE) chickens,Growth hormone-enhanced,2012,Percent of all livestock,39
Nebraska,Pigs,Genetically engineered (GE) chickens,High-yield,2022,Percent of all cattle,15
Nebraska,Chickens,Genetically engineered (GE) chickens,Disease-resistant,2019,Percent of all cattle,34
Texas,Pigs,Genetically engineered (GE) pigs,High-yield,2011,Percent of all cattle,73
Texas,Pigs,Genetically engineered (GE) pigs,High-yield,2019,Percent of all cattle,25
Texas,Chickens,Genetically engineered (GE) pigs,Disease-resistant,2015,Percent of all livestock,37
